Nitrogen (mg),Phosphorus (mg),Potassium (mg),Temperature (C),Humidity (%),PH (3-11),label,Rainfall (mm)
14,27,16,27.46584175,96.64904354,7.631207574,orange,112.5424199
22,27,7,25.63877914,94.77728418,7.586298254,orange,102.6958703
13,27,6,24.26326089,98.03166153,7.702273272,orange,110.3332655
9,27,16,24.14630664,98.04363352,7.826690937,orange,109.8585753
46,27,13,33.73363301,95.03152896,6.587116107,orange,113.1169398
27,27,9,22.99556963,98.11147178,6.605954347,orange,101.4819888
29,27,12,34.08171426,94.62831339,6.599947028,orange,109.9455062
46,27,29,27.40584973,99.02957789,5.912256204,coconut,224.3206759
23,27,26,28.01851056,101.8146981,5.780486481,coconut,135.4186222
12,27,31,31.78053221,100.4404208,6.261171456,coconut,215.1968037
125,27,26,25.05123665,54.88344408,7.075811802,coffee,139.3670753
129,27,29,27.47036887,53.85495814,7.084133242,coffee,196.2736367
96,27,29,28.05933122,65.37924287,7.188978346,coffee,193.7461968
118,27,26,26.87530819,71.90431928,7.217551579,coffee,194.8773479
8,28,38,23.22594,94.42971362,6.8444019,pomegranate,105.6917856
8,28,37,23.88404783,86.20613842,6.082571701,pomegranate,108.3121789
30,28,30,31.86641378,52.19331595,5.064613314,mango,98.46768642
3,28,33,30.33723921,48.88704844,5.755049971,mango,94.42850522
22,28,26,27.67256197,45.41692012,4.947683034,mango,92.84991507
7,28,35,30.02086169,46.78393776,4.66910839,mango,96.63721027
112,28,54,24.86094646,85.05318563,6.738030547,watermelon,55.29563514
102,28,54,25.15623099,80.27525115,6.862157042,watermelon,55.49541453
110,28,46,24.29105004,88.04541346,6.49889585,watermelon,51.26046418
113,28,48,28.87726019,92.48839665,6.170520518,muskmelon,24.44267592
39,28,10,31.34920143,91.48247612,7.181907673,orange,109.1549823
13,28,33,28.130115,95.64807631,5.686972967,coconut,151.0761899
15,28,32,28.84270971,99.64328526,6.218571874,coconut,224.4016682
20,28,26,26.37978453,91.49882979,5.547594847,coconut,167.0470997
8,28,30,25.51618488,94.33465411,6.015672239,coconut,135.1272491
116,28,34,23.44372334,60.39523266,6.42321105,coffee,122.2103248
87,28,30,25.60153969,68.66257977,6.536676653,coffee,168.8383605
87,28,35,26.5602777,57.1621814,6.759211911,coffee,152.0616227
89,28,33,26.44414097,53.83876189,6.993236001,coffee,175.3723314
111,28,26,27.77363343,64.47858698,6.937352845,coffee,192.7121236
14,28,41,21.06071555,94.24036649,6.791858249,pomegranate,111.2818551
7,28,45,22.49603249,97.70979803,5.745438617,pomegranate,104.7847006
42,28,43,26.35654719,93.46653178,7.317217777,pomegranate,110.6956184
35,28,35,33.60815238,51.67815583,7.037968894,mango,92.99739415
11,28,35,31.44164652,48.18181926,5.899245216,mango,100.8124659
33,28,27,30.19939568,49.77545009,5.174848425,mango,97.76832322
16,28,33,38.13081231,51.4190015,7.150795708,mango,97.51952041
3,28,30,29.24268745,51.76864596,6.233586828,mango,93.53197359
85,28,53,27.56750882,91.97276844,6.905829531,watermelon,46.05122728
90,28,52,26.44917456,93.39296752,6.278560635,watermelon,48.45978627
86,28,50,32.0395361,98.60278252,6.438962883,muskmelon,20.39020503
101,28,56,31.23735204,96.03553118,6.86078346,muskmelon,26.48240255
23,28,13,23.86441318,96.76786391,6.631829059,orange,117.3688104
36,28,9,34.11009335,95.71010556,6.644159515,orange,105.3437825
14,28,14,24.02810116,96.10420924,7.798392104,orange,118.0069295
18,28,14,34.58180505,98.36194784,6.382815182,orange,117.6236473
38,28,14,22.1295819,95.46086051,8.064392462,orange,109.7513927
22,28,11,31.10931607,97.93548517,7.586456801,orange,100.7896871
41,28,30,28.36472214,99.20835271,6.32797258,coconut,199.8778403
2,28,33,30.02326308,103.2854534,6.044303534,coconut,171.6516396
22,28,28,26.85590526,96.97904463,6.228455672,coconut,157.7592626
33,28,36,29.09033417,96.80902115,6.32121558,coconut,141.3220576
19,28,27,27.97153494,97.9483606,6.254054267,coconut,195.4115025
111,28,29,24.8915918,63.54180221,6.926429158,coffee,194.1755471
100,28,31,27.43484699,64.08437155,6.404513579,coffee,199.4735636
99,28,28,29.68797376,57.08824879,7.421231149,coffee,139.8619431
84,28,36,28.5409356,54.85437599,6.434278566,coffee,156.1543898
113,28,32,27.88386191,54.92653466,6.320375114,coffee,161.3432535
25,28,44,23.71028128,89.61794165,6.184400085,pomegranate,105.6499907
29,28,44,20.13037175,89.31505137,6.143874691,pomegranate,107.3416913
15,28,44,18.47412402,89.68919664,7.130837931,pomegranate,108.4758509
28,28,42,19.54128063,90.29751796,6.902751061,pomegranate,104.3739878
14,28,35,19.75088482,88.71691157,7.054313823,pomegranate,102.5538035
15,28,38,19.30106297,87.1775172,7.005410734,pomegranate,105.4766591
40,28,45,20.00218987,85.83618191,7.116538883,pomegranate,112.337046
30,28,27,34.72413192,51.4271781,5.161148592,mango,97.31258083
30,28,30,32.82141065,47.45553843,4.755273631,mango,90.89173106
35,28,28,30.01821337,50.0983181,5.676032581,mango,96.08745082
89,28,49,26.81383586,87.21986949,6.873283991,watermelon,51.70497792
111,28,47,26.98212846,86.70068316,6.770434148,watermelon,42.91292205
115,28,51,26.84366082,83.85039964,6.106500787,watermelon,40.228644
90,28,55,26.89750174,83.89241484,6.463271076,watermelon,43.97193745
127,28,55,27.84492803,91.60666594,6.732049075,muskmelon,26.47844429
102,28,45,27.82424457,90.56698742,6.266208727,muskmelon,21.19014526
97,28,54,28.55852465,90.45773041,6.159020864,muskmelon,27.26588346
12,28,15,25.66901098,92.04670813,7.408939392,orange,112.5424199
20,28,6,23.96147583,90.26408017,7.365338111,orange,102.6958703
11,28,5,22.67594476,93.36348717,7.477935216,orange,110.3332655
7,28,15,22.56664172,93.37488907,7.598729065,orange,109.8585753
44,28,12,31.52675982,90.50621806,6.395258356,orange,113.1169398
25,28,8,21.49118657,93.43949693,6.41354791,orange,101.4819888
27,28,11,31.8520694,90.12220323,6.407715561,orange,109.9455062
44,28,28,25.61294367,94.3138837,5.740054567,coconut,224.3206759
21,28,25,26.18552389,96.96637916,5.612122797,coconut,135.4186222
10,28,30,29.70143197,95.65754365,6.078807239,coconut,215.1968037
123,28,25,23.4123707,52.26994674,6.869720196,coffee,139.3670753
127,28,28,25.67324193,51.29043632,6.877799264,coffee,196.2736367
94,28,28,26.22367404,62.26594559,6.979590627,coffee,193.7461968
116,28,25,25.11711046,68.48030408,7.00733163,coffee,194.8773479
11,28,39,26.27900338,96.21713048,6.100623578,pomegranate,111.9684622
45,28,42,26.69080366,98.96987806,7.219455785,pomegranate,103.8799347
14,28,41,26.42071606,98.56381592,6.486844806,pomegranate,104.6735454
13,28,44,23.97253185,92.55837602,7.415489401,pomegranate,109.8695196
36,28,42,26.03064043,95.42707477,6.808558722,pomegranate,110.4606459
48,28,40,25.30950293,97.99290379,6.624203709,pomegranate,109.8076178
48,28,32,35.9059425,56.41628817,4.899828344,mango,98.67527561
32,28,33,30.09033595,48.47733025,5.799538498,mango,93.30247448
11,28,35,30.91668039,57.54787761,6.666957887,mango,94.76322976
35,28,35,33.46083661,54.8500066,7.015629831,mango,89.74409017
49,28,26,30.71536914,52.96231635,5.608358668,mango,95.8946444
100,28,56,28.10955921,87.24654247,6.44685918,watermelon,46.76837499
129,28,48,28.87505952,93.88454135,6.448664134,watermelon,58.54876687
126,28,54,31.21426319,96.82475485,6.482290884,muskmelon,21.30290472
111,28,55,29.66402033,95.48592836,6.89942268,muskmelon,22.81863447
48,28,15,32.69355653,95.44860957,7.404937436,orange,106.0711985
28,28,16,21.92381339,98.41109329,7.351251082,orange,111.8391951
46,28,14,20.48388636,95.24589329,8.090263029,orange,108.0230792
47,28,34,30.26928507,101.8541623,6.153068718,coconut,142.9403233
19,28,28,29.50293362,99.65009982,5.879661889,coconut,145.9298935
36,28,30,28.47723103,101.8216584,6.326270956,coconut,191.006688
117,28,32,25.81730824,58.99013046,6.62485674,coffee,147.2757818
109,28,29,27.3870273,60.61566888,7.314710841,coffee,195.7733251
91,28,34,28.3929119,70.45088504,7.013881361,coffee,120.6494434
91,28,27,26.0146367,56.25149836,6.272126911,coffee,184.4103931
12,29,40,19.68291173,89.75272999,6.594037135,pomegranate,111.2818551
5,29,44,21.02432943,93.0569505,5.578095745,pomegranate,104.7847006
40,29,42,24.63228709,89.01574455,7.104094929,pomegranate,110.6956184
33,29,34,31.40948821,49.21729127,6.832979509,mango,92.99739415
9,29,34,29.38471637,45.88744691,5.72742254,mango,100.8124659
31,29,26,28.22373428,47.40519056,5.024124684,mango,97.76832322
14,29,32,35.63627319,48.97047762,6.942520105,mango,97.51952041
1,29,29,27.32961444,49.30347234,6.052026047,mango,93.53197359
83,29,52,25.76402693,87.5931128,6.704688865,watermelon,46.05122728
88,29,51,24.71885473,88.94568335,6.095689937,watermelon,48.45978627
84,29,49,29.94349168,93.90741192,6.251420275,muskmelon,20.39020503
99,29,55,29.19378695,91.46241065,6.660954816,muskmelon,26.48240255
21,29,12,22.30318989,92.15987039,6.438668989,orange,117.3688104
34,29,8,31.87859192,91.15248149,6.450640306,orange,105.3437825
12,29,13,22.45616931,91.52781832,7.57125447,orange,118.0069295
16,29,13,32.31944397,93.67804556,6.196907944,orange,117.6236473
36,29,13,20.68185224,90.91510525,7.829507245,orange,109.7513927
20,29,10,29.07412717,93.27189064,7.36549204,orange,100.7896871
39,29,29,26.50908611,94.48414544,6.143662699,coconut,199.8778403
0,29,32,28.05912437,98.3670985,5.868255858,coconut,171.6516396
20,29,27,25.09897688,92.36099489,6.047044342,coconut,157.7592626
31,29,35,27.1872282,92.19906776,6.137102505,coconut,141.3220576
17,29,26,26.14162144,93.28415295,6.071897347,coconut,195.4115025
109,29,28,23.26316991,60.5160021,6.724688503,coffee,194.1755471
98,29,30,25.64004392,61.03273481,6.217974349,coffee,199.4735636
97,29,27,27.74576987,54.36976075,7.205078785,coffee,139.8619431
82,29,35,26.67377159,52.24226285,6.246872394,coffee,156.1543898
111,29,31,26.05968403,52.31098539,6.136286518,coffee,161.3432535
8,29,41,24.36428101,96.02773453,6.552215694,pomegranate,106.9659201
41,29,39,21.53530065,91.97611106,7.17411144,pomegranate,108.065579
25,29,45,22.4046542,89.70058512,6.308503912,pomegranate,103.0295938
15,29,38,22.3252819,96.19883318,6.465463234,pomegranate,106.8685636
42,29,36,22.35522402,95.63165826,6.457753882,pomegranate,104.4407083
39,29,35,29.46681075,56.3172701,7.001712604,mango,99.35408185
3,29,30,30.31666638,53.9656583,6.627223689,mango,91.67241761
22,29,28,29.75676007,54.17417735,4.891577048,mango,95.89898581
107,29,51,27.07051534,85.8640394,6.567487112,watermelon,57.04147057
119,29,51,26.64432609,91.56811559,6.947315301,watermelon,46.59207341
115,29,51,27.86244924,88.18555652,6.465808564,watermelon,43.87712348
121,29,50,27.13300381,84.48138578,7.110110828,watermelon,47.72078245
116,29,52,31.29652139,94.57348042,6.251247002,muskmelon,25.93496537
83,29,49,30.52046324,96.70172854,6.222258298,muskmelon,29.86681385
97,29,53,31.54434815,94.85383612,6.839684989,muskmelon,26.0365768
24,29,13,16.88614265,97.13631632,6.544626946,orange,119.035002
3,29,11,12.73220468,95.91396987,7.51014781,orange,103.5771468
26,29,12,34.66290675,99.24356887,6.799437628,orange,113.25373
29,29,6,35.00770946,95.07338667,7.886687455,orange,113.328978
20,29,30,28.63614175,97.5035974,6.612619279,coconut,224.5903664
33,29,30,28.44681074,95.53548471,5.725571275,coconut,178.8116076
32,29,36,26.75933459,100.3718522,6.181994512,coconut,165.8092179
19,29,28,31.06279576,95.33048555,6.070847877,coconut,205.5720367
29,29,32,31.01443477,95.27665132,5.889664005,coconut,148.8398374
37,29,35,30.27829975,100.1817897,6.325747061,coconut,182.4482352
21,29,31,31.63507611,95.97941122,6.001172599,coconut,224.8315729
4,29,31,27.82187384,99.53998339,6.520983266,coconut,209.540094
83,29,32,26.37646497,54.53649975,7.238413126,coffee,135.1386537
82,29,26,28.07778626,68.92600425,7.711885001,coffee,148.3771202
121,29,29,28.20274869,67.80456936,6.700359807,coffee,163.6269496
9,29,38,24.55981624,91.63536236,5.922935513,pomegranate,111.9684622
43,29,41,24.94467632,94.25702672,7.009180374,pomegranate,103.8799347
12,29,40,24.692258,93.87030088,6.297907579,pomegranate,104.6735454
11,29,43,22.40423537,88.1508343,7.199504273,pomegranate,109.8695196
34,29,41,24.32770134,90.88292835,6.610251186,pomegranate,110.4606459
46,29,39,23.65374106,93.32657504,6.431265737,pomegranate,109.8076178
46,29,31,33.55695561,53.72979826,4.757114897,mango,98.67527561
30,29,32,28.1218093,46.16888595,5.630619901,mango,93.30247448
9,29,34,28.89409382,54.80750249,6.472774648,mango,94.76322976
33,29,34,31.27180992,52.23810152,6.811291098,mango,89.74409017
47,29,25,28.70595247,50.44030129,5.445008416,mango,95.8946444
98,29,55,26.27061608,83.09194521,6.259086583,watermelon,46.76837499
127,29,47,26.98603693,89.4138489,6.260838965,watermelon,58.54876687
124,29,53,29.17220859,92.21405224,6.293486295,muskmelon,21.30290472
109,29,54,27.72338349,90.93897939,6.698468621,muskmelon,22.81863447
46,29,14,30.55472573,90.90343769,7.189259647,orange,106.0711985
26,29,15,20.48954522,93.72485075,7.137136973,orange,111.8391951
44,29,13,19.14381903,90.71037456,7.8546243,orange,108.0230792
45,29,33,28.28905147,97.00396405,5.973853124,coconut,142.9403233
17,29,27,27.57283516,94.90485697,5.708409601,coconut,145.9298935
34,29,29,26.61423461,96.97300803,6.142010637,coconut,191.006688
115,29,31,24.12832546,56.18107663,6.431899748,coffee,147.2757818
107,29,28,25.59535262,57.72920846,7.101661011,coffee,195.7733251
89,29,33,26.53543168,67.09608099,6.809593554,coffee,120.6494434
89,29,26,24.31274458,53.57285558,6.089443603,coffee,184.4103931
40,29,39,26.71012363,97.02526494,6.692287677,pomegranate,109.4169192
17,29,37,21.3072366,99.69782936,7.033378046,pomegranate,104.0277061
18,29,42,26.55237254,96.50385142,6.151896303,pomegranate,109.2853418
23,29,41,21.47903605,95.52710698,6.600108223,pomegranate,103.7084055
48,29,37,20.22538644,99.74892414,5.734839341,pomegranate,107.6103211
41,29,36,19.36596451,89.99325596,6.069701241,pomegranate,107.0050976
45,29,34,29.94280282,55.99669794,5.715042398,mango,99.61465679
128,29,52,28.32643334,84.96867142,6.472332879,watermelon,53.65742581
92,29,54,28.34638953,84.04912111,6.239428019,watermelon,57.72799157
94,29,48,27.94241245,92.0228515,6.484287513,watermelon,58.48160844
107,29,53,27.0497468,87.31163341,6.410788369,watermelon,49.29456609
106,29,51,28.05546396,84.94633387,6.276629109,watermelon,49.08553937
91,29,52,26.01528419,91.84779505,6.256435911,watermelon,48.11248366
93,29,53,26.07793556,85.31405589,6.309083267,watermelon,44.20899581
121,29,52,26.8007923,89.84506461,7.140513348,watermelon,56.72496677
98,29,55,26.42224759,89.84816009,6.543700615,watermelon,48.99390828
110,29,53,31.13604134,98.93349717,6.952649939,muskmelon,22.52497327
90,29,50,31.95978465,97.91358368,6.258753459,muskmelon,26.26243014
111,29,51,30.17914461,97.56012398,6.28265224,muskmelon,20.36001144
126,29,54,31.15688623,96.73170172,6.606345139,muskmelon,24.52020164
113,29,56,31.89880363,94.88725348,6.307516577,muskmelon,22.68766503
125,29,51,31.30919294,97.56986086,6.271552388,muskmelon,28.70627683
119,29,55,30.93483036,95.32334534,6.618708866,muskmelon,23.44398467
113,29,52,30.99106726,98.57906261,6.664082774,muskmelon,23.56130173
96,29,47,29.3470151,94.52831011,6.57108147,muskmelon,21.7508774
129,29,51,30.01839804,99.55719257,6.517026783,muskmelon,21.84869328
126,29,55,30.69055284,97.13517777,6.335206955,muskmelon,29.11187663
98,29,51,28.94203986,95.91419351,6.567201084,muskmelon,25.08146686
9,29,15,20.68862986,96.57877885,6.552521619,orange,116.450422
38,29,15,32.62626706,94.98120083,8.015448242,orange,113.3302105
14,29,7,32.87168273,98.71398554,6.191641246,orange,106.8118019
40,29,13,19.31502359,94.54168066,7.226976767,orange,111.7793889
41,29,10,11.08102266,98.44434643,8.029915026,orange,101.1456947
38,29,36,30.3425327,96.22734764,5.709160013,coconut,160.7306991
39,29,32,28.15459579,103.5515043,5.979114019,coconut,208.1181381
98,29,35,24.69448128,66.84154557,7.400345676,coffee,129.8765443
100,29,27,26.25202217,70.34753644,7.706886652,coffee,180.5059257
6,30,40,22.77035608,91.45498527,6.36137446,pomegranate,106.9659201
39,30,38,20.12644921,87.59629625,6.965156738,pomegranate,108.065579
23,30,44,20.93892916,85.42912869,6.12476108,pomegranate,103.0295938
13,30,37,20.86474944,91.61793636,6.277148771,pomegranate,106.8685636
40,30,35,20.89273273,91.07776977,6.269663963,pomegranate,104.4407083
37,30,34,27.53907547,53.63549533,6.797779227,mango,99.35408185
1,30,29,28.33333307,51.39586505,6.434197756,mango,91.67241761
20,30,27,27.81005614,51.59445462,4.74910393,mango,95.89898581
105,30,50,25.29954705,81.77527562,6.37620108,watermelon,57.04147057
117,30,50,24.90123934,87.20772913,6.744966312,watermelon,46.59207341
113,30,50,26.03967219,83.9862443,6.277484043,watermelon,43.87712348
119,30,49,25.35794749,80.45846265,6.903020221,watermelon,47.72078245
114,30,51,29.24908541,90.06998135,6.069171847,muskmelon,25.93496537
81,30,48,28.52379742,92.09688432,6.041027474,muskmelon,29.86681385
95,30,52,29.48069921,90.33698678,6.640470863,muskmelon,26.0365768
22,30,12,15.78144173,92.51077745,6.354006744,orange,119.035002
1,30,10,11.89925671,91.34663797,7.291405641,orange,103.5771468
24,30,11,32.39523995,94.51768464,6.601395755,orange,113.25373
27,30,5,32.71748548,90.54608254,7.656978112,orange,113.328978
18,30,29,26.7627493,92.86056895,6.420018717,coconut,224.5903664
31,30,29,26.58580443,90.98617591,5.558807063,coconut,178.8116076
30,30,35,25.00872392,95.59224018,6.001936419,coconut,165.8092179
17,30,27,29.03065024,90.79093862,5.894027065,coconut,205.5720367
27,30,31,28.98545306,90.73966792,5.718120393,coconut,148.8398374
35,30,34,28.2974764,95.41122824,6.141502001,coconut,182.4482352
19,30,30,29.56549169,91.40896307,5.826381164,coconut,224.8315729
2,30,30,26.00175125,94.79998418,6.331051715,coconut,209.540094
81,30,31,24.65090184,51.93952357,7.027585559,coffee,135.1386537
80,30,25,26.24092174,65.64381357,7.487266991,coffee,148.3771202
119,30,28,26.35770906,64.57578034,6.505203696,coffee,163.6269496
14,30,27,38.29291797,54.53899837,5.557133991,mango,100.2160615
23,30,33,37.86300614,53.99797385,5.412168179,mango,90.29643888
35,30,35,33.52305304,52.73401973,5.583903241,mango,89.78216168
9,30,28,33.52164147,49.97285554,6.719837786,mango,94.67344737
111,30,28,24.67368529,52.92639908,7.183054898,coffee,164.4971875
88,30,36,28.90291794,63.80477519,6.680334262,coffee,191.4508931
117,30,31,25.92593585,70.74656771,7.046155806,coffee,122.4073418
103,30,27,28.57860376,73.19743317,7.06707224,coffee,158.8608887
109,30,32,24.7932327,55.6273322,6.969170002,coffee,153.1201644
120,30,35,29.47660649,66.02588158,6.307509939,coffee,181.4170812
38,30,38,24.96273236,92.40501423,6.497366677,pomegranate,109.4169192
15,30,36,19.91330523,94.95031368,6.828522375,pomegranate,104.0277061
16,30,41,24.81530144,91.90842992,5.972714857,pomegranate,109.2853418
21,30,40,20.07386547,90.97819712,6.407872061,pomegranate,103.7084055
46,30,36,18.90223032,94.99897537,5.567805185,pomegranate,107.6103211
39,30,35,18.09903225,85.70786282,5.892913826,pomegranate,107.0050976
43,30,33,27.98392787,53.33018851,5.548584852,mango,99.61465679
126,30,51,26.47330219,80.92254421,6.283818329,watermelon,53.65742581
90,30,53,26.49195283,80.04678201,6.057697106,watermelon,57.72799157
92,30,47,26.11440416,87.64081095,6.29542477,watermelon,58.48160844
105,30,52,25.2801372,83.15393658,6.224066378,watermelon,49.29456609
104,30,50,26.22005978,80.90127035,6.093814669,watermelon,49.08553937
89,30,51,24.31334971,87.47409052,6.074209622,watermelon,48.11248366
91,30,52,24.37190239,81.2514818,6.12532356,watermelon,44.20899581
119,30,51,25.04746944,85.5667282,6.932537231,watermelon,56.72496677
96,30,54,24.69368934,85.56967628,6.353107393,watermelon,48.99390828
108,30,52,29.09910406,94.22237826,6.750145572,muskmelon,22.52497327
88,30,49,29.86895762,93.25103208,6.076459669,muskmelon,26.26243014
109,30,50,28.20480805,92.91440379,6.099662369,muskmelon,20.36001144
124,30,53,29.11858526,92.12543021,6.413927319,muskmelon,24.52020164
111,30,55,29.81196601,90.36881284,6.123802502,muskmelon,22.68766503
123,30,50,29.26092798,92.92367701,6.088885814,muskmelon,28.70627683
117,30,54,28.91105641,90.78413842,6.425930938,muskmelon,23.44398467
111,30,51,28.96361426,93.88482153,6.469983276,muskmelon,23.56130173
94,30,46,27.42711692,90.02696201,6.379690748,muskmelon,21.7508774
127,30,50,28.05457761,94.81637388,6.327210469,muskmelon,21.84869328
124,30,54,28.68275966,92.50969311,6.150686364,muskmelon,29.11187663
96,30,50,27.04863538,91.34685096,6.375923383,muskmelon,25.08146686
7,30,14,19.33516809,91.97978938,6.361671475,orange,116.450422
36,30,14,30.49183837,90.4582865,7.781988584,orange,113.3302105
12,30,6,30.72119881,94.01331956,6.011302181,orange,106.8118019
38,30,12,18.05142392,90.03969587,7.016482298,orange,111.7793889
39,30,9,10.35609594,93.75652041,7.796034006,orange,101.1456947
36,30,35,28.3575072,91.64509299,5.542873799,coconut,160.7306991
37,30,31,26.31270635,98.62048026,5.804965067,coconut,208.1181381
96,30,34,23.07895447,63.65861483,7.184801627,coffee,129.8765443
98,30,26,24.53460016,66.99765375,7.482414225,coffee,180.5059257
17,30,37,20.09844781,91.77260054,7.008924539,pomegranate,102.5184759
31,30,39,24.52495968,89.38557769,7.197676374,pomegranate,110.2437841
12,30,40,26.09001293,95.75403133,7.292372438,pomegranate,103.6012114
30,30,28,28.89337633,50.05901706,5.870574581,mango,95.85118326
45,30,27,32.28504692,53.63881982,7.019069153,mango,95.23444287
27,30,32,34.8940497,50.13662324,5.581029515,mango,91.10190759
89,30,56,26.25183543,93.4387356,6.324302191,watermelon,49.11618732
104,30,46,32.01108923,99.2848033,6.301055922,muskmelon,28.16057247
117,30,53,30.8441307,98.98103616,6.387851568,muskmelon,26.23838511
118,30,46,30.25931831,94.90919768,6.411271512,muskmelon,21.58992507
107,30,53,29.25270556,95.23246958,6.334593626,muskmelon,28.69113835
107,30,50,29.20068166,95.05996596,6.314065287,muskmelon,23.49535234
91,30,48,30.49945544,98.1414679,6.762272033,muskmelon,24.20007242
40,30,10,12.51787264,97.91920817,7.793150693,orange,103.2005992
17,30,27,27.33593062,96.22404567,5.873559301,coconut,212.867626
9,30,32,26.82567543,99.77264633,5.714371271,coconut,192.9036306
28,30,30,28.81661881,103.7432929,5.841695758,coconut,166.5712879
113,30,31,26.11577595,65.7897727,6.603322618,coffee,148.6977358
95,30,28,29.03060231,55.53836714,6.26360817,coffee,192.4280381
103,30,28,28.21193951,54.8702542,7.680154186,coffee,177.3176161
126,30,31,29.87840648,71.36756395,7.29224645,coffee,115.2325531
102,30,28,26.31392882,59.29171123,7.506858354,coffee,137.7044047
12,31,26,35.7877738,51.94190321,5.395275719,mango,100.2160615
21,31,32,35.38598705,51.42664176,5.254532213,mango,90.29643888
33,31,34,31.32995611,50.22287593,5.421265283,mango,89.78216168
7,31,27,31.32863689,47.59319575,6.524114355,mango,94.67344737
109,31,27,23.05951896,50.40609436,6.973839707,coffee,164.4971875
86,31,35,27.01207284,60.76645256,6.485761419,coffee,191.4508931
115,31,30,24.22984659,67.37768353,6.840927967,coffee,122.4073418
101,31,26,26.70897548,69.71184111,6.861235184,coffee,158.8608887
107,31,31,23.17124551,52.97841162,6.766184468,coffee,153.1201644
118,31,34,27.54823036,62.88179198,6.123796057,coffee,181.4170812
28,31,33,33.07874457,52.42612049,7.014491661,mango,90.14047759
7,31,34,34.58627529,55.21916096,6.018046686,mango,93.36718816
113,31,35,27.25015747,72.81919266,6.583809459,coffee,171.3764462
102,31,27,27.00108727,60.40819542,6.224790256,coffee,124.2261737
119,31,35,28.11148769,54.73376392,6.961556329,coffee,127.1752928
15,31,36,18.78359608,87.4024767,6.804781106,pomegranate,102.5184759
29,31,38,22.92052307,85.12912161,6.988035315,pomegranate,110.2437841
10,31,39,24.38318965,91.19431555,7.079973241,pomegranate,103.6012114
28,31,27,27.00315545,47.67525434,5.699586972,mango,95.85118326
43,31,26,30.17294105,51.0845903,6.814630246,mango,95.23444287
25,31,31,32.6112614,47.74916499,5.418475257,mango,91.10190759
87,31,55,24.53442564,88.989272,6.140099215,watermelon,49.11618732
102,31,45,29.91690582,94.55695552,6.117530021,muskmelon,28.16057247
115,31,52,28.82629037,94.26765349,6.201797639,muskmelon,26.23838511
116,31,45,28.27973674,90.38971208,6.224535449,muskmelon,21.58992507
105,31,52,27.33897716,90.69759008,6.150090899,muskmelon,28.69113835
105,31,49,27.29035669,90.53330091,6.130160473,muskmelon,23.49535234
89,31,47,28.50416396,93.46806467,6.565312653,muskmelon,24.20007242
38,31,9,11.69894639,93.25638873,7.566165721,orange,103.2005992
15,31,26,25.54759871,91.64194826,5.702484758,coconut,212.867626
7,31,31,25.0707247,95.02156793,5.547933273,coconut,192.9036306
26,31,29,26.93141945,98.80313612,5.67154928,coconut,166.5712879
111,31,30,24.40726724,62.65692638,6.410992833,coffee,148.6977358
93,31,27,27.13140403,52.89368299,6.081172981,coffee,192.4280381
101,31,27,26.36629861,52.25738495,7.456460375,coffee,177.3176161
124,31,30,27.92374437,67.96910852,7.079850922,coffee,115.2325531
100,31,27,24.59245684,56.46829641,7.288211994,coffee,137.7044047
9,31,39,24.01701955,94.39654378,6.940156708,pomegranate,109.3905998
34,31,42,20.54496704,98.99042576,7.131214652,pomegranate,108.0423555
27,31,42,23.93065053,96.92426511,7.390604658,pomegranate,104.8216333
49,31,46,23.17646729,99.5336729,6.062207331,pomegranate,112.4349689
10,31,37,25.66500669,98.00948411,5.855545092,pomegranate,104.991282
12,31,45,26.28787988,96.63159683,6.789041881,pomegranate,110.9633894
29,31,42,21.94937528,97.14259698,5.871091323,pomegranate,110.5764023
20,31,31,29.63512406,50.99036124,6.586585321,mango,89.85646496
24,31,29,36.1702657,48.43509419,4.642749258,mango,90.82549241
37,31,35,34.72647862,53.23178439,6.722453975,mango,95.04871605
21,31,27,31.13039034,47.8444112,5.482764129,mango,96.23520043
94,31,46,27.896372,93.16499399,6.661108724,watermelon,57.79652846
126,31,49,28.38987478,86.51006678,7.04032623,watermelon,54.30660782
123,31,49,29.76798649,97.6873292,6.724256509,muskmelon,26.32405487
104,31,56,30.46517438,95.77388168,6.345226846,muskmelon,20.88620369
35,31,11,30.03386395,97.56061652,6.262398451,orange,114.1339416
33,31,10,20.18965044,97.9092253,6.341849145,orange,119.3936976
45,31,27,28.44502891,100.5786929,6.442130581,coconut,171.6262299
33,31,35,30.90013404,99.86886331,6.389477821,coconut,145.0583117
37,31,33,30.96686646,97.65114463,5.93755395,coconut,191.7723087
120,31,32,25.24453475,58.03943226,6.22463088,coffee,191.3980675
107,31,28,26.4438095,53.85599661,7.455252843,coffee,197.6439711
112,31,32,29.06118436,54.17055791,6.89228747,coffee,126.1752206
93,31,30,24.95553682,55.65384651,7.382105364,coffee,168.2644287
123,31,29,26.74413382,60.82912712,7.377686428,coffee,192.8736822
26,32,32,30.91471455,49.92963856,6.810186079,mango,90.14047759
5,32,33,32.32362177,52.5896771,5.842763773,mango,93.36718816
111,32,34,25.46743689,69.35161206,6.392048018,coffee,171.3764462
100,32,26,25.234661,57.53161469,6.043485685,coffee,124.2261737
117,32,34,26.2724184,52.12739421,6.758792552,coffee,127.1752928
10,32,30,32.07946134,51.96043943,6.635665265,mango,91.82271568
